ID,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Admission rate (%),Admission yield (%),Admissions total,Applicants total,Control,Degree of urbanization,Endowment assets ($),Full-time enrollment,Geographic region,Graduate enrollment,Highest degree offered,Historically Black College or University?,Part-time enrollment,Receiving financial aid (%),Religious affiliation,SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile),SAT Writing score (75th percentile),Total enrollment,Tribal college?,Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),Undergraduate enrollment
C1251,37,62,68,24,29,72,41,10435,14396,Public,City: Midsize,23336,26283,Southeast,8848,Doctoral degree,No,3747,96,N/A,520,640,520,650,,,30030,No,7382,8396,9092,11194,21182
C1252,21,40,46,20,25,77,47,2791,3640,Public,Town: Remote,4610,5988,Southeast,398,Master's degree,No,1435,96,N/A,,,,,,,7423,No,6190,6716,7049,7507,7025
C1253,8,23,29,,,,,,,Public,City: Large,5489,6269,Southeast,2067,Doctoral degree,Yes,2614,98,N/A,,,,,,,8883,No,5704,6088,6426,6498,6816
C1254,22,44,51,20,26,93,47,4633,4973,Public,Town: Remote,6754,9521,Southeast,1066,Doctoral degree,No,1597,98,N/A,450,600,470,650,,,11118,No,5828,6406,6692,7063,10052
C1255,36,45,47,19,26,77,36,718,930,Private,City: Large,9927,1687,Southeast,914,Doctoral degree,No,719,99,Church of the Nazarene,480,590,450,570,,,2406,No,18518,20490,21290,22330,1492
C1256,18,30,34,18,23,72,15,2041,2825,Private,Town: Distant,8281,1928,Southeast,211,Master's degree,No,127,99,Presbyterian Church (USA),400,520,440,520,,,2055,No,19920,20910,21620,22250,1844
C1257,51,63,64,22,29,74,32,1432,1932,Private,City: Small,7673,3047,Southeast,1167,Doctoral degree,No,946,100,Southern Baptist,580,680,520,670,,,3993,No,22390,24030,25650,26880,2826
C1258,87,92,93,32,34,13,41,3963,31099,Private,City: Large,311592,11965,Southeast,5922,Doctoral degree,No,792,65,N/A,700,780,710,790,680,770,12757,No,39930,41332,42118,42978,6835
C1259,37,54,57,21,27,49,21,4986,10188,Private,City: Midsize,82162,3831,Southwest,734,Doctoral degree,No,630,99,Churches of Christ,470,580,490,600,450,560,4461,No,22760,25270,26770,28350,3727
C1260,14,25,30,18,23,80,58,2092,2599,Public,City: Small,21480,5177,Southwest,1063,Doctoral degree,No,1359,93,N/A,420,520,440,540,,,6536,No,5672,6211,6327,6559,5473
C1261,67,72,72,23,27,59,20,1841,3141,Private,City: Small,101878,1220,Southwest,16,Master's degree,No,3,99,Presbyterian Church (USA),540,660,560,670,520,630,1223,No,29235,31270,32850,33830,1207
C1262,57,73,75,24,29,57,19,16809,29249,Private,City: Midsize,67958,15016,Southwest,2324,Doctoral degree,No,600,96,Baptist,550,660,570,670,530,640,15616,No,29884,31658,33716,35972,13292
C1263,18,30,34,20,25,47,24,787,1680,Private,City: Large,8035,1145,Southwest,1034,Master's degree,No,1420,97,Lutheran Church - Missouri Synod,450,550,480,570,,,2565,No,21700,22920,23600,25880,1531
C1264,24,36,40,17,23,93,31,6565,7091,Public,City: Large,1241,7841,Southwest,1761,Doctoral degree,No,3072,74,N/A,420,520,450,540,400,500,10913,No,6294,6594,7084,7172,9152
C1265,43,53,55,18,27,42,44,1113,2631,Private,City: Large,8514,3113,Southwest,1987,Doctoral degree,No,2309,95,Baptist,472,656,476,648,,,5422,No,18690,19900,21110,22350,3435
C1266,56,64,66,24,30,90,34,1103,1224,Private,City: Midsize,22938,1705,Southwest,1218,Doctoral degree,No,893,100,Roman Catholic,550,680,540,650,530,660,2598,No,29530,31150,31070,33110,1380
C1267,24,32,33,18,22,74,66,522,709,Private,Town: Distant,61745,1086,Southwest,51,Master's degree,No,161,100,Baptist,430,520,450,530,,,1247,No,19550,20500,21530,22590,1196
C1268,,,,19,23,37,61,309,830,Public,Rural: Fringe,3247,1002,Southwest,441,Master's degree,No,840,98,N/A,430,540,460,560,410,530,1842,No,4467,4974,5328,5578,1401
C1269,24,40,45,18,24,68,33,2888,4236,Public,Town: Distant,1859,6549,Southwest,4622,Doctoral degree,No,5042,93,N/A,430,540,450,550,,,11591,No,5998,6283,6583,6583,6969
C1270,34,50,51,20,25,38,53,786,2091,Private,City: Midsize,66871,1792,Southwest,448,Doctoral degree,No,428,98,Baptist,450,550,480,560,430,530,2220,No,20990,22460,22560,23460,1772
C1271,24,40,44,21,27,73,26,4297,5872,Private,City: Large,36525,2315,Southwest,739,Master's degree,No,595,100,Southern Baptist,470,580,490,590,450,560,2910,No,23180,25445,26795,27930,2171
C1272,,,,,,,,,,Public,Suburb: Large,4460,3711,Southwest,3311,Doctoral degree,No,4453,,N/A,,,,,,,8164,No,,,,,4853
C1273,3,9,14,16,21,95,38,2944,3096,Public,City: Large,3647,6937,Southwest,271,Master's degree,No,6820,83,N/A,380,480,420,510,,,13757,No,4604,4786,5022,5238,13486
C1274,,,,16,21,51,19,1596,3128,Public,City: Small,5131,1848,Southwest,1602,Master's degree,No,2643,96,N/A,390,490,420,518,,,4491,No,5604,5830,6116,6248,2889
C1275,16,38,48,22,27,58,34,10167,17407,Public,City: Large,18003,28486,Southwest,7834,Doctoral degree,No,11054,87,N/A,490,610,540,640,,,39540,No,7342,7513,8094,8401,31706
C1276,30,42,42,18,22,54,41,853,1585,Private,Town: Remote,53054,1020,Southwest,70,Master's degree,No,150,99,Baptist,420,520,440,530,,,1170,No,19950,21700,22560,23200,1100
C1277,10,23,26,13,17,46,26,816,1778,Private,City: Large,13531,840,Southwest,47,Bachelor's degree,Yes,133,97,Multiple Protestant Denomination,350,450,350,450,,,973,No,12430,12430,13054,13494,926
C1278,19,36,40,18,23,93,28,3790,4072,Private,City: Large,14574,5254,Southwest,2194,Doctoral degree,No,3431,100,Roman Catholic,430,520,440,540,,,8685,No,21890,22790,23690,24790,6491
C1279,5,6,9,,,,,,,Private,Rural: Distant,38425,569,Southwest,0,Bachelor's degree,Yes,40,98,Christian Church (Disciples of Christ),,,,,,,609,No,11146,13374,11369,11369,609
C1280,13,27,34,18,23,77,39,3678,4788,Public,City: Midsize,2011,7356,Southwest,4653,Doctoral degree,No,6679,81,N/A,430,530,440,550,,,14035,No,6924,8076,8544,7429,9382
C1281,21,37,43,16,20,48,36,2289,4784,Public,City: Midsize,6117,4184,Southwest,846,Doctoral degree,No,3247,99,N/A,390,491,410,520,,,7431,No,5105,5409,5714,5818,6585
C1282,34,49,52,22,30,41,46,736,1810,Private,City: Small,5901,1392,Southwest,424,Master's degree,No,1337,99,Interdenominational,500,640,530,660,,,2729,No,21980,23590,24540,25740,2305
C1283,30,39,41,19,24,95,34,743,783,Private,City: Midsize,7821,1332,Southwest,471,Master's degree,No,670,99,Churches of Christ,440,560,450,570,420,560,2002,No,16180,16870,17760,18740,1531
C1284,28,43,47,21,27,85,14,4691,5540,Private,Suburb: Small,23638,2998,Southwest,429,Doctoral degree,No,494,96,Baptist,460,560,480,580,430,530,3492,No,21600,22950,24150,25200,3063
C1285,25,36,38,18,24,59,30,827,1396,Private,City: Midsize,57169,1034,Southwest,4,Master's degree,No,182,99,United Methodist,420,540,440,550,,,1216,No,20830,22045,23480,24296,1212
C1286,17,37,44,19,23,72,39,2170,3023,Public,City: Midsize,3790,3984,Southwest,677,Master's degree,No,1886,90,N/A,440,540,460,550,420,520,5870,No,5470,5648,7632,7665,5193
C1287,25,44,50,21,26,60,42,10922,18299,Public,City: Midsize,3907,27282,Southwest,7072,Doctoral degree,No,11033,89,N/A,490,600,510,610,,,38315,No,7306,7989,8357,8745,31243
C1288,19,31,34,14,21,66,14,2486,3789,Private,City: Large,11538,2498,Southwest,1372,Doctoral degree,No,429,97,Roman Catholic,400,490,420,500,,,2927,No,21900,22756,23420,23938,1555
C1289,16,31,39,18,21,62,54,5790,9313,Public,City: Small,,14138,Southwest,2823,Doctoral degree,No,5915,90,N/A,410,510,440,540,400,500,20053,No,4795,5034,5165,5173,17230
C1290,9,20,26,,,,,,,Public,City: Midsize,1755,6018,Southwest,1065,Doctoral degree,No,6267,89,N/A,,,,,,,12285,No,5109,5352,5488,5372,11220
C1291,1,5,5,13,18,99,11,623,632,Private,City: Large,26972,216,Southwest,0,Bachelor's degree,Yes,27,71,African Methodist Episcopal,360,440,360,450,380,490,243,No,12350,12350,12400,13525,243
C1292,11,29,37,15,20,42,32,4548,10747,Public,Town: Distant,8014,6828,Southwest,1552,Doctoral degree,Yes,1455,97,N/A,370,460,380,480,360,450,8283,No,6856,6132,6404,6764,6731
C1293,79,90,91,31,34,17,38,2581,15415,Private,City: Large,729227,6356,Southwest,2663,Doctoral degree,No,272,75,N/A,670,760,700,790,670,770,6628,No,33771,35551,37292,38941,3965
C1294,51,67,70,22,26,79,27,2901,3694,Private,City: Large,19187,3651,Southwest,772,Master's degree,No,1210,90,Roman Catholic,510,610,510,610,490,600,4861,No,26484,28700,31110,33720,4089
C1295,27,46,51,23,28,77,39,604,782,Private,City: Large,28528,1623,Southwest,1953,Doctoral degree,No,1902,92,Roman Catholic,490,590,510,620,483,588,3525,No,23500,25300,26890,28240,1572
C1296,28,46,51,19,23,65,40,6054,9315,Public,Town: Distant,4573,14132,Southwest,2955,Doctoral degree,No,5078,87,N/A,450,540,470,550,,,19210,No,5704,5972,6608,7022,16255
C1297,35,40,41,19,24,93,36,828,894,Private,Town: Remote,51276,1095,Southwest,71,Master's degree,No,41,100,Presbyterian Church (USA),430,540,450,550,420,520,1136,No,19548,20355,21540,22484,1065
C1298,33,53,55,21,24,58,20,2997,5147,Private,City: Large,52574,3279,Southwest,1475,Doctoral degree,No,589,98,Roman Catholic,470,570,480,580,450,545,3868,No,22576,23426,24226,25126,2393
C1299,67,77,79,27,31,51,23,6125,12080,Private,Suburb: Large,127702,8541,Southwest,4572,Doctoral degree,No,2388,76,United Methodist,600,690,620,700,590,680,10929,No,37230,39430,41750,43800,6357
C1300,14,28,33,,,35,48,717,2057,Private,Suburb: Large,4772,1488,Southwest,312,Master's degree,No,524,99,Assemblies of God Church,,,,,,,2012,No,14830,15730,16630,17830,1700
C1301,65,70,70,22,29,52,27,1850,3546,Private,Suburb: Large,180164,1519,Southwest,0,Bachelor's degree,No,16,100,United Methodist,520,640,540,640,,,1535,No,31630,33440,34410,35240,1535
C1302,23,39,43,19,24,57,35,6474,11383,Public,Rural: Fringe,5137,9895,Southwest,1766,Doctoral degree,No,2877,86,N/A,430,540,460,550,420,520,12772,No,6998,7344,7928,8412,11006
C1303,30,51,57,21,25,75,36,14219,18939,Public,Suburb: Small,4699,28185,Southwest,4541,Doctoral degree,No,7361,75,N/A,460,560,480,570,440,540,35546,No,6458,7264,7732,8060,31005
C1304,22,37,38,17,22,54,24,715,1326,Private,Town: Fringe,10207,651,Southwest,17,Master's degree,No,157,100,Seventh Day Adventists,420,550,410,540,,,808,No,16456,17080,17800,18640,791
C1305,,,,,,,,,,Private,Town: Distant,,157,Southwest,0,Bachelor's degree,Yes,15,99,Churches of Christ,,,,,,,172,No,6185,6910,7504,7620,172
C1306,14,22,27,15,21,52,36,855,1638,Public,Town: Remote,7398,1378,Southwest,839,Master's degree,No,1464,94,N/A,360,490,380,500,360,470,2842,No,4568,4764,4764,5436,2003
C1307,22,38,43,19,23,57,46,3536,6223,Public,Town: Remote,3803,8278,Southwest,1959,Doctoral degree,No,5029,86,N/A,430,530,450,550,410,500,13307,No,5195,5281,5522,5856,11348
C1308,18,30,34,16,21,88,22,5716,6488,Public,Town: Distant,2018,7665,Southwest,2799,Doctoral degree,No,4564,95,N/A,380,490,410,520,,,12229,No,6346,6640,6940,6940,9430
C1309,,,,,,,,,,Public,Town: Fringe,,,Southwest,,Doctoral degree,No,,,,,,,,,,,No,,,,,
C1310,49,75,79,23,29,69,47,21803,31387,Public,City: Small,171461,48780,Southwest,11625,Doctoral degree,No,6917,79,N/A,520,630,550,660,490,610,55697,No,8387,8421,8506,8506,44072
C1311,17,33,40,20,26,60,42,6405,10679,Public,City: Large,3706,19318,Southwest,7639,Doctoral degree,No,14011,79,N/A,460,580,500,620,450,560,33329,No,8500,8878,8878,8878,25690
C1312,51,75,79,25,31,40,47,15335,38161,Public,City: Large,63743,47741,Southwest,12080,Doctoral degree,No,4318,63,N/A,550,670,590,710,550,680,52059,No,9416,9794,9790,9798,39979
C1313,46,59,63,25,31,59,44,5125,8750,Public,City: Midsize,17865,16006,Southwest,8144,Doctoral degree,No,5187,84,N/A,550,670,600,700,,,21193,No,9886,10276,10666,10864,13049
C1314,12,30,39,17,22,100,49,6228,6240,Public,City: Large,10862,14241,Southwest,3307,Doctoral degree,No,8762,86,N/A,390,500,420,530,,,23003,No,6731,7065,7214,7255,19696
C1315,27,39,44,21,25,82,41,1726,2104,Public,City: Small,12416,4711,Southwest,1885,Doctoral degree,No,2765,83,N/A,470,560,490,598,450,550,7476,No,6322,6592,7222,7222,5591
C1316,59,75,76,25,29,47,22,8791,18551,Private,City: Large,134191,8936,Southwest,1285,Doctoral degree,No,989,75,Christian Church (Disciples of Christ),540,620,550,650,540,640,9925,No,30090,32490,34590,36590,8640
C1317,4,10,15,,,,,,,Private,City: Small,2365,931,Southwest,0,Bachelor's degree,Yes,40,95,Christian Methodist Episcopal,,,,,,,971,No,9482,9682,9682,10008,971
C1318,31,48,52,20,25,51,39,882,1734,Private,Town: Fringe,72835,1268,Southwest,12,Master's degree,No,73,100,American Evangelical Lutheran Church,450,560,480,580,430,540,1341,No,22890,23930,24990,25890,1329
C1319,13,22,27,19,23,84,33,846,1007,Public,City: Midsize,12071,2124,Southwest,885,Master's degree,No,3007,92,N/A,450,550,475,570,,,5131,No,4900,5124,5250,5250,4246
C1320,10,23,30,20,25,73,40,11165,15239,Public,City: Large,3953,21943,Southwest,4281,Doctoral degree,No,6680,84,N/A,450,570,490,590,440,540,28623,No,6718,7042,7389,7457,24342
C1321,6,13,16,15,19,45,25,4389,9746,Public,City: Large,4455,6936,Southwest,2415,Doctoral degree,Yes,1767,95,N/A,370,450,380,470,350,440,8703,No,7360,7442,7646,7946,6288
C1322,33,54,59,22,27,66,38,12709,19170,Public,City: Midsize,18131,28287,Southwest,6067,Doctoral degree,No,4824,75,N/A,490,590,520,620,470,560,33111,No,6970,7380,7517,7517,27044
C1323,15,36,41,19,22,30,27,998,3336,Private,City: Large,14031,1904,Southwest,673,Doctoral degree,No,493,98,United Methodist,460,550,480,540,423,520,2397,No,18710,19760,20840,22040,1724
C1324,22,36,41,17,23,86,30,3812,4431,Public,City: Midsize,3383,8428,Southwest,5543,Doctoral degree,No,6630,93,N/A,410,530,430,540,400,520,15058,No,5428,5429,7050,7339,9515
C1325,72,81,82,26,31,64,19,2880,4505,Private,City: Large,410997,2259,Southwest,197,Master's degree,No,99,94,Presbyterian Church (USA),560,690,590,680,,,2358,No,30015,31356,32868,34678,2161
C1326,21,31,33,17,23,99,61,573,581,Private,Town: Remote,12944,1235,Southwest,1707,Master's degree,No,4987,96,Southern Baptist,400,510,410,530,370,480,6222,No,10796,11320,11900,12550,4515
C1327,25,37,40,19,24,74,38,3429,4632,Public,Town: Fringe,3232,6025,Southwest,1471,Doctoral degree,No,2352,90,N/A,420,540,440,540,,,8377,No,5834,6008,6308,6500,6906
C1328,7,20,22,,,,,,,Private,Town: Distant,4935,1327,Southwest,4,Bachelor's degree,Yes,65,100,United Methodist,,,,,,,1392,No,11050,11050,11382,11382,1388
C1329,31,55,78,26,31,49,78,5645,11423,Private,City: Midsize,30954,27114,Rocky Mountains,3358,Doctoral degree,No,4009,67,Latter Day Saints (Mormon Church),570,680,580,680,,,31123,No,4420,4560,4710,4850,27765
C1330,28,35,45,21,26,36,54,960,2664,Private,Town: Fringe,26362,2505,Far West,0,Bachelor's degree,No,377,78,Latter Day Saints (Mormon Church),470,590,480,580,,,2882,No,4330,4450,4630,4770,2882
C1331,8,11,18,,,,,,,Public,City: Small,1608,5165,Rocky Mountains,0,Bachelor's degree,No,3185,87,N/A,,,,,,,8350,No,3489,3888,4089,4291,8350
C1332,22,35,41,20,26,57,27,4749,8318,Public,Town: Remote,3223,5421,Rocky Mountains,728,Master's degree,No,2324,88,N/A,470,570,460,580,440,550,7745,No,4736,5198,5576,5924,7017
C1333,100,100,100,,,,,,,Private,Suburb: Large,,320,Rocky Mountains,0,Bachelor's degree,No,0,96,N/A,,,,,,,320,No,27350,14100,15957,16100,320
C1334,34,35,35,,,,,,,Private,City: Small,,351,Rocky Mountains,0,Bachelor's degree,No,0,100,N/A,,,,,,,351,No,14867,15858,16795,16972,351
C1335,25,39,51,20,27,97,44,8757,9052,Public,City: Small,11426,16436,Rocky Mountains,3427,Doctoral degree,No,11376,81,N/A,480,610,490,630,,,27812,No,5190,5560,5940,6030,24385
C1336,7,15,22,,,,,,,Public,City: Small,689,15755,Rocky Mountains,194,Master's degree,No,14809,74,N/A,,,,,,,30564,No,4288,4584,4786,5086,30370
C1337,24,49,60,21,27,82,34,9281,11354,Public,City: Midsize,21846,23084,Rocky Mountains,7585,Doctoral degree,No,8993,64,N/A,483,620,500,648,480,610,32077,No,6272,6762,7139,7457,24492
C1338,14,30,43,,,,,,,Public,City: Small,5890,11155,Rocky Mountains,657,Master's degree,No,14000,82,N/A,,,,,,,25155,No,4311,4548,4768,4990,24498
C1339,43,55,57,22,28,75,24,1850,2461,Private,City: Midsize,22021,2680,Rocky Mountains,813,Master's degree,No,428,96,N/A,500,610,500,610,,,3108,No,25980,27182,28210,29500,2295
C1340,58,67,67,,,65,19,733,1130,Private,Town: Distant,17627,720,New England,119,Master's degree,No,18,95,N/A,,,,,,,738,No,41350,42800,44220,45080,619
C1341,0,20,20,,,83,27,165,199,Private,City: Small,176,164,New England,23,Master's degree,No,79,86,N/A,,,,,,,243,No,21465,22545,22545,22885,220
C1342,34,49,51,17,23,92,23,2072,2251,Public,Town: Distant,,1877,New England,107,Master's degree,No,298,90,N/A,420,520,430,540,410,500,2175,No,9096,9468,9864,10286,2068
C1343,50,55,57,22,28,71,17,3573,5047,Private,City: Small,4224,2635,New England,407,Master's degree,No,670,93,N/A,500,620,490,620,490,600,3305,No,27180,28400,29865,31350,2898
C1344,29,29,29,,,100,50,4,4,Private,Rural: Distant,1557,582,New England,383,Master's degree,No,10,57,N/A,,,,,,,592,No,13022,13670,14218,14930,209
C1345,31,39,41,,,76,23,584,773,Private,Rural: Distant,4423,819,New England,250,Master's degree,No,21,98,United Methodist,,,,,,,840,No,27948,29316,30968,32192,590
C1346,17,34,37,15,23,97,27,837,864,Public,Rural: Distant,,993,New England,206,Master's degree,No,699,92,N/A,430,540,410,530,420,520,1692,No,8989,9468,9864,10286,1486
C1347,18,31,34,18,21,99,27,1345,1354,Public,Town: Remote,,1259,New England,104,Master's degree,No,260,96,N/A,410,520,400,530,400,510,1519,No,9096,9468,9864,10286,1415
C1348,50,56,58,,,76,27,176,232,Private,Rural: Distant,126979,228,New England,0,Master's degree,No,32,98,N/A,,,,,,,260,No,35120,36560,37640,38110,260
C1349,87,93,94,31,33,17,39,1518,8847,Private,Town: Distant,289779,2477,New England,0,Doctoral degree,No,18,45,N/A,630,740,640,740,650,750,2495,No,41414,42428,44111,45314,2495
C1350,51,56,57,21,26,63,31,1956,3081,Private,Town: Distant,43490,3126,New England,961,Master's degree,No,291,100,N/A,470,570,480,590,,,3417,No,28738,30194,31782,33371,2456
C1351,69,74,75,23,28,75,15,3328,4431,Private,Suburb: Midsize,33531,2004,New England,380,Master's degree,No,374,99,Roman Catholic,530,650,530,640,530,630,2378,No,34845,36240,37510,39015,1998
C1352,,,,,,,,,,Private,Rural: Fringe,112682,184,New England,443,Master's degree,No,259,,N/A,,,,,,,443,No,,,,,0
C1353,13,19,19,16,18,68,26,125,183,Private,Town: Remote,23206,142,New England,95,Master's degree,No,129,96,Roman Catholic,335,500,370,485,325,545,271,No,18300,19465,20600,21100,176
C1354,28,28,28,16,20,99,28,334,336,Private,Rural: Fringe,3595,453,New England,0,Bachelor's degree,No,27,99,N/A,400,490,390,490,400,478,480,No,19655,20450,21273,22000,480
C1355,28,31,31,,,94,43,46,49,Private,Rural: Remote,9916,104,New England,0,Bachelor's degree,No,12,100,N/A,,,,,,,116,No,26034,27552,29310,29894,116
C1356,29,36,38,16,21,83,41,469,568,Public,Rural: Remote,,1049,New England,0,Bachelor's degree,No,494,94,N/A,410,520,430,530,400,510,1543,No,11005,12084,12024,12494,1543
C1357,65,75,76,24,29,78,14,17357,22381,Public,City: Small,28952,11001,New England,1811,Doctoral degree,No,1722,94,N/A,540,640,540,650,540,650,12723,No,14066,14784,15284,15718,10912
C1358,18,27,33,17,22,63,16,1491,2356,Private,Town: Remote,25676,864,Southeast,29,Master's degree,No,42,100,Baptist,420,520,420,530,380,480,906,No,22956,24480,25950,27500,877
C1359,38,44,45,16,21,57,20,597,1042,Private,Town: Remote,7372,726,Southeast,5,Master's degree,No,116,100,Baptist,390,500,410,510,,,842,No,18800,19980,21060,22390,837
C1360,52,59,60,20,25,55,18,2967,5401,Private,Suburb: Small,38588,1840,Southeast,0,Bachelor's degree,No,8,100,Church of Brethren,460,560,470,570,430,550,1848,No,25500,26750,28000,29090,1848
C1361,83,89,90,28,32,33,32,4665,14046,Public,Suburb: Small,84573,7850,Southeast,2105,Doctoral degree,No,526,53,N/A,640,740,630,720,620,720,8376,No,12188,13132,13570,15463,6271
C1362,21,42,51,19,25,85,22,1054,1238,Private,City: Large,41565,2530,Southeast,3293,Doctoral degree,No,3163,100,N/A,500,630,460,570,,,5693,No,12330,12340,15308,15838,2400
C1363,50,64,66,23,28,59,31,4141,7016,Public,City: Midsize,3813,5066,Southeast,138,Master's degree,No,166,75,N/A,540,630,530,620,,,5232,No,9250,10084,10572,11092,5094
C1364,33,47,48,18,25,66,24,1093,1663,Private,Rural: Fringe,95410,894,Southeast,23,Master's degree,No,65,100,United Methodist,430,560,450,560,410,540,959,No,26000,27040,28122,28966,936
C1365,50,61,63,18,25,65,33,698,1073,Private,City: Small,14927,1252,Southeast,456,Master's degree,No,388,99,Mennonite Church,433,568,430,560,423,550,1640,No,25200,26400,27970,29350,1184
C1366,20,32,32,14,20,74,23,2425,3272,Private,Rural: Distant,30190,1492,Southeast,0,Bachelor's degree,No,20,100,United Methodist,390,490,390,490,370,470,1512,No,24945,26375,27425,28585,1512
C1367,43,61,67,24,28,62,23,12905,20805,Public,Suburb: Large,2229,21421,Southeast,11927,Doctoral degree,No,12496,66,N/A,520,620,530,630,,,33917,No,8684,9266,9620,9908,21990
C1368,60,62,62,22,27,55,20,1439,2623,Private,Rural: Distant,124516,1068,Southeast,0,Bachelor's degree,No,2,100,N/A,495,600,510,615,480,575,1070,No,32489,33874,35570,37352,1070
C1369,50,64,68,18,23,36,18,5529,15337,Private,City: Midsize,54657,4116,Southeast,880,Doctoral degree,Yes,506,90,N/A,460,550,460,540,,,4622,No,18074,18798,19738,20724,3742
C1370,56,59,60,21,27,69,26,571,824,Private,Suburb: Midsize,174079,616,Southeast,170,Master's degree,No,134,100,N/A,500,640,470,580,,,750,No,29485,30795,32075,33320,580
